0,1
The Medusa Raft,"['Olga Kacjan', 'Vladislava Milosavljevic', 'Boris Komnenic', 'Erol Kadic', 'Frano Lasic', 'Milos Battelino', 'Radmila Zivkovic', 'Predrag Panic', 'Gisela Siebauer', 'Petar Kralj', 'Predrag Radovanovic', 'Mitja Sipek', 'Peter Bostjancic', 'Cornel Giban', 'Milena Godina', 'Vladislav Kacanski', 'Bozana Nikolajevic', 'Livus Pascu', 'Darko Petric', 'Momcilo Petrovic', 'Svetozar Polic', 'Miodrag Radovanovic', 'Mirjana Safarevic', 'Grozdana Stefanovic', 'Bor Stiglic', 'Laszlo Takacz', 'Bostjan Vrhovec']"
Marvel TL;DR,"['Noah Sterling', 'Sean Chiplock', 'Kira Buckland', 'Olivia Dei Cicchi', 'Mark Allen Jr.', 'Barry Avo', 'Kimlinh Tran', 'Kellen Goff', 'Brenna Hines', 'Dan D.W. McCann']"
RiffTrax: Captain America: The First Avenger,"['Bill Corbett', 'Kevin Murphy', 'Michael J. Nelson']"
The Eyes of Van Gogh,"['Diana Agostini', 'John Alexander', 'Alexander Barnett', 'Dean Curtis', 'John FitzGibbon', 'Lee Godart', 'Clarke Griffith', 'Celia Howard', 'Thomas D. Kaufman', 'John Lederer', 'Matthew Marchetti', 'Edwin McDonough', 'Keith Perry', 'Roy Thinnes', 'Ray Wasik', 'Gordon Joseph Weiss']"
Emoh Ruo,"['Joy Smithers', 'Martin Sacks', 'Philip Quast', 'Genevieve Mooy', 'Louise Le Nay', 'Max Phipps', 'Jack Ellis', 'Joanna Burgess', 'Nathalie Burgess', 'Bill Young', 'Helen McDonald', 'Mervyn Drake', 'Richard Carter', 'Di Smith', 'Lance Curtis', 'Joy Dobson', 'Garry Who', 'Charito Ortez', 'Rainee Skinner', 'John Spicer', 'Ray Marshall', 'Tracey Higginson', ""Angelo D'Angelo"", 'Suzanne Dudley', 'Zafa Khan', 'Azra Khan', 'Archie', 'David Elfick']"
Marvel: Earth's Mightiest Show,"['Langston Belton', 'Lorraine Cink', 'Ryan Penagos', 'Angélique Roché', 'Sana Amanat', 'Judy Stephens', 'Daniel Kibblesmith', 'Jordan Hembrough', 'Josh Saleh', 'Jamie Frevele', 'Sebastian Stan', 'Joe Russo', 'Anthony Russo', 'Travis McElroy', 'Sam Maggs', 'Finn Jones', 'Chris Daughtry', 'Stephane Ceretti', 'Sina Grace', 'Benjamin Walker', 'Georges St-Pierre', 'Adam Savage', 'Dan DeLeeuw', 'Eric Radomski', 'Patrick Cotnoir', 'Greg Pak', 'C.B. Cebulski', 'Tom Brevoort', 'Leila George', 'Milana Vayntrub', 'Paul Rudd', 'Hera Hilmar', 'Hannah John-Kamen', 'Evangeline Lilly', 'Danica McKellar', 'Dove Cameron', 'Aisha Tyler', 'Paul Bettany', 'Peter Jackson', 'Pom Klementieff', 'Jessica Henwick', 'Michael Douglas', 'Stephen Lang', 'Charlie Cox', 'Robert Sheehan', 'Jodie Whittaker', 'Jihae', 'Tony Revolori', 'Theo Rossi', 'Dascha Polanco']"
It's More Fun in the Philippines,"['Alex Outhwaite', 'Melissa Grace Dizon']"
Alegre ma non troppo,"['Penélope Cruz', 'Pere Ponce', 'Óscar Ladoire', 'Rosa Maria Sardà', 'Jordi Mollà', 'Nathalie Seseña', 'Edmon Colomer', 'Andoni Gracia', 'Boriana Borisova', 'Luis Ciges', 'Lola Lemos', 'Jordi Milán', 'Daniel Schopfer', 'Ramón Lillo', 'Itziar Álvarez', 'Roberto Cairo', 'Ana Sáez', 'Javier Cámara', 'Jaime Tueras', 'Javier Ibias', 'Verónica Forqué']"
Zumanity,"['Katerina Bazarova', 'Arnaud Boursain', 'Shannan Calcutt', 'Cassiopée', 'Ulziibayar Chimed', 'Stéphan Choiniere', 'Makeda Crayton', 'Jill Crook', 'Tiffany De Alba', 'Nicky Dewhurst', 'Ashley Galvan', 'Wes Scarpias Gonzales', 'Araz Hamzayev', 'William Huyett', 'Angelique Janowski', 'Christopher Kenney', 'Stefanie Laurino', 'Anouck Margueritte', 'Brianna McKee', 'Licemar Medeiros', 'Lucienne Medeiros', 'Monteece', 'Tonio Moore', 'Mariko Muranaka', 'Marie Ndutiye', 'Mario Peoples', 'Brandon Pereyda', 'Paris Red', 'Kaitlyn Reese Davin', 'Philip Sahagun', 'Alan Jones Silva', 'Wayne Skivington', 'Leah Sykes-Hodgeson', 'Marina Tomanova', 'Tsvetelina Voinova', 'Chaun Williams', 'Corinne Zarzour', 'Bolormaa Zorigtkhuyag']"
Cartoon Hooligans,"['Suzana Jurcevic-Garcia', 'Timothy Banfield']"
The Last Gang,"['Vincent Elbaz', 'Gilles Lellouche', 'Sami Bouajila', 'Clémence Poésy', 'Pascal Elbé', ""Patrick Dell'Isola"", 'Grégory Gadebois', 'Guillaume Viry', 'Matthieu Boujenah', 'Gabriella Wright', 'Patrick Descamps', 'Fabrizio Rongione', 'Michel Boujenah', 'Denis Sebbah', 'Jeremy Azencott', 'Laurent Labasse', 'Wilfred Benaïche', 'Xavier de Guillebon', 'Luc Florian', 'Jean-Louis Barcelona', 'Eric Bassoff', 'Lucia Bensasson', 'Manuel Bonnet', 'Michel Bouis', 'Olivier Breuils', 'William Cagnard', 'Mathéo Cappelli', 'François Delaive', 'Joël Fajerstain', 'Caroline Gay', 'Olivier Glaas', 'Marie Guila', 'Jeanne-Melanie Haasbroek', 'Amelia Jacob', 'Christophe Jeannel', 'Jacky Kaifoun', 'Sandrine Lacouture', ""Aurélie Le Roc'h"", 'Gilles Louzon', 'Tennessee Maquignon', 'Romain Ogerau', 'Claire Pardoen', 'Laurane Pardoen', 'Richard Rouille', 'Romain Scheiner', 'Frédérique Toulet', 'Véronique Trouillet', 'Bruno Tuchszer', 'François Rimbau']"
Marvel 75 Years: From Pulp to Pop!,"['Axel Alonso', 'Hayley Atwell', 'Gerry Conway', ""Louis D'Esposito"", 'Alan Fine', 'Seth Green', 'Clark Gregg', 'Jimmy Kimmel', 'Stan Lee', 'Ralph Macchio', 'Todd McFarlane', 'Patton Oswalt', 'Nicole Perlman', 'Joe Quesada', 'Peter Sanderson', 'Jim Shooter', 'Kevin Smith', 'Jim Starlin', 'Emily VanCamp', 'Len Wein', 'Ming-Na Wen']"
Monster of Frankenstein,"['Masao Komatsu', 'Banjô Ginga', 'Hôsei Komatsu', 'Mami Koyama', 'Minori Matsushima', 'Mugihito', 'Ichirô Nagai', 'Nachi Nozawa', 'Yoku Shioya', 'Kaneto Shiozawa', 'Kei Tomiyama', 'Keiko Yamamoto', 'Jôji Yanami', 'Louise Chamis', 'Lara Cody', 'Richard Epcar', 'Greg Finley', 'Rebecca Forstadt', 'Steve Kramer', 'Theodore Lehmann', 'Tony Oliver', 'Joe Perry', 'Mike Reynolds', 'Dan Woren', 'Tom Wyner']"
313,"['Sabiha Datoo', 'Imtiaz Dhala', 'Sara Haider', 'André Hyde-Braithwaite', 'Abbas Jaffer', 'Inayat Kanji', 'Sabira Kanji', 'Muhammad Hanif Nasser', 'Abbas Virjee', 'Ann Walsh']"
Marvel's Captain America: 75 Heroic Years,"['Axel Alonso', 'Hayley Atwell', 'Chloe Bennet', 'Tom Brevoort', 'Dan Buckley', 'Tara Butters', 'John Cassaday', ""Louis D'Esposito"", 'Jo Duffy', 'Dale Dye', 'Steve Englehart', 'Chris Evans', 'Michele Fazekas', 'Clark Gregg', 'Emily Groben', 'Melissa Groben', 'Mike Groben', 'Sara Gruenwald', 'Reginald Hudlin', 'Neal Kirby', 'Stan Lee', 'Jeph Loeb', 'Christopher Markus', 'Todd McFarlane', 'Stephen McFeely', 'Mark Millar', 'Nate Moore', 'Joe Quesada', 'Steve Saffel', 'Peter Sanderson', 'Catherine Schuller', 'Jim Simon', 'Margaret Stohl', 'Roy Thomas', 'Ming-Na Wen', 'Amelia Earhart', 'Adolf Hitler', 'Martin Luther King', 'Harvey Milk', 'Donald Rumsfeld', 'Joe Simon']"
Dragon Hill. La colina del dragón,['Robert Paterson']
Twenty Women and I,"['Kostas Voutsas', 'Betty Livanou', 'Smaro Stefanidou', 'Eleni Mavromati', 'Mary Metaxa', 'Kaiti Ibrohori', 'Lydia Lenosi', 'Eirini Markogianni', 'Anthi Gounari', 'Vilma Tsakiri', 'Katerina Bourlou', 'Anna Metallidou', 'Hrysi Kariori', 'Rania Ioannidou', 'Elda Georgopoulou', 'Mania Koliandri', 'Eirini Dogani', 'Evagelia Samiotaki', 'Nikol Kokkinou', 'Gely Mavropoulou']"
Travel Thru History,"['Kristen Hirsch Montag', 'Kim Sincox', 'Paul Maccabee', 'William J. Convery', 'Dennis McBride', 'J.J. Rutherford', 'Allan Palmer', 'John Rumble', 'Danielle Kelly', 'Tom Castanos', 'William Mayhem McRae', 'Corey Malcom', 'Cullen Chambers', 'Bruce Winders', 'Mark Greaves', 'John Caramia', 'Matthew Cassady', 'Terry Clements', 'Mark Cook', 'Jordan Dennis', 'Scott Derkacz', 'Katy Friedland', 'Elizabeth Garzone', 'Michael Gieda', 'Dave Gonzalez', 'Michael Green', 'Michael Guyet', 'Robert Harper', 'Jay Humphreys', 'Bobby Stanley Jenkins', 'Terry Koller', 'Savannah Dan Leger', 'Jill Leverett', 'Rosalyn Mandola', 'Carl Marshburn', 'Ed Mauger', 'John Moseley', 'Connie Nelson', 'Jason Nelson', 'Wesley Paine', 'Laura Pettite', 'Ronnie Price', 'Martha Resk', 'Rudi Rodriguez', 'Dan Rogers', 'Marty Rykel', 'John Stavely', 'Ken Tenbusch', 'Jeffrey Tilton', 'Britta Walstrom']"
The Baron Trump Adventures,['Sasha Jackson']
Ragdoll,"['Tara McDonald', 'Russell Nauman', 'Jillian Saint Rodenberg', 'Rick Kennedy', 'Russ Clifford']"
Campin' Buddies,"['Victoria Jackson', 'Don Most', 'Tom Lester', 'Grayson Thorne Kilpatrick', 'Ray Stevens', 'Bruce Penton', 'Brandon Hale', 'Dennis W. Cook Jr.', 'Pat Johnson', 'Tom Robichaux', 'Kendrick Maxwell Hudson', 'Richard Bills', 'Debbie Hurley Pyle', 'Teresa Creel', 'Dennis Broughton', 'Choya Crenshaw', 'Haley Pruett', 'Krissy Deal', 'Pat Mason', 'Caleb Elkins', 'Joey Vergo', 'Tim Hoffman', 'Mia Kiihnl', 'Gary Bertrand', 'Rick Hagler', 'Joshua Myers', 'Jaime Baremore', 'Randall Armstrong']"
"Trenk, the Little Knight","['Georg Sulzer', 'Axel Prahl', 'Johannes Zeiler', 'Django Crowe', 'Jonathan Guss', 'Denis Lyons', 'Juliet Reichert']"
Alice-Miranda Friends Forever,"['Di Adams', 'Alessandra Bizzanelli', 'Lola Carlton', 'Colin Cassidy', 'Michelle Doake', 'Catty Hamilton', 'Samson Hyland', 'Kayla Ingle-Olson', 'Simon Kennedy', 'Rosie Longhurst', 'Oscar Lyndon', 'Ava Oberoi', 'Billie Prescott', 'Darren Sabadina', 'Lila Tapper', 'Maisy Wright-Smith']"
Tosca,"['Raina Kabaivanska', 'Plácido Domingo', 'Sherrill Milnes', 'Giancarlo Luccardi', 'Alfredo Mariotti', 'Mario Ferrara', 'Bruno Grella', 'Domenico Medici', 'Plácido Domingo Jr.', 'Salvatore Billa']"
House of Whores 2: The Second Cumming,"['Theophania Adams', 'Peter Barnone', 'Vergena Fields', 'Riley Grey', 'Nurse Hatchet', 'Tom Komisar', 'Craig Lemons', 'Kaleigh Loehmer', 'A.C. McCray', 'Cheyenne Summer McIntire', 'Lindsey McIntire', 'Daniel Murphy', 'Eric Reaume', 'Linda Schrader', 'Montana Skylar', 'Samuel Vainisi', 'Frankie Vee']"
Superheroes Decoded,"['Kevin Conroy', 'Steve Englehart', 'John K. Bucher Jr.', 'Jon Favreau', 'T.J. Miller', 'Anthony Mackie', 'Clark Gregg', 'Stan Lee', 'Joe Russo', 'Patty Jenkins', 'Tim Miller', 'George R.R. Martin', 'Neil deGrasse Tyson', 'Scott Aukerman', 'Todd McFarlane', 'Geoff Johns', 'Lauren Shuler Donner', 'Jon Schnepp', 'Cheo Hodari Coker', 'Chris Claremont', 'Roy Thomas', 'Joe Quesada', 'Jim Lee', 'Gerry Conway', 'Brad Meltzer', 'Sana Amanat', 'Gail Simone', 'Marc Andreyko', 'Paul Levitz', 'Travis Langley', 'G. Willow Wilson', 'Justin Hall', 'Trina Robbins', 'John Cassaday', 'Christopher Priest', ""Laura D'Amore"", 'Andrew Aydin', 'Ramzi Fawaz', 'Nicola Scott', 'Joseph P. Illidge', 'William H. Foster III', 'Adilifu Nama', 'Hope Evans Boyd', 'Leonard Steinhorn', 'Chris Gavaler', 'Peter Coogan', 'David Glazer', 'Ben Saunders', 'Benjamin Leclear', 'Carolyn Cocca']"
Daughter of Keltoum,"['Cylia Malki', 'Baya Belal', 'Jean-Roger Milo', 'Fatma Ben Saïdane', 'Déborah Lamy', 'Brahim Ben Salah', 'Samira Draa', 'Mostefa Zerguine', 'Habib Zrafi', 'Lotfi Yahya Jedidi']"
Gulliver in the Country of Giants,"['András Kozák', 'Ottó Szokolay', 'Andrea Drahota', 'Ági Szirtes', 'Ferenc Bencze', 'Márta Fónay', 'István Bozóky', 'Frigyes Pálóczy', 'László Perédi', 'Katalin Ladik', 'Zsuzsa Szilágyi', 'Gábor Sárosi', 'Attila Geréb', 'Annie Spiegel', 'István Sugár']"
In the Shadow of the Cobra,"['Sean Young', 'James Acheson', 'Gulshan Grover', ""Michael O'Hagan"", 'Mel Johnson Jr.', 'Rutger Hauer', 'Greg Joelson', 'Vicki Phillips']"
Damon and Pythias,"['William Worthington', 'Herbert Rawlinson', 'Cleo Madison', 'Ann Little', 'Frank Lloyd', 'Helen Wright', 'Chandler House', 'Harry Davenport', 'Duke Worne', 'Edgar Keller', 'Bruce Mitchell', 'Lon Chaney', 'Carmen Phillips', 'Hal Roach']"
Let the Music Play,"['Belçim Bilgin', 'Engin Hepileri', 'Caner Cindoruk', 'Can Kolukisa', 'Serhat Özcan', 'Nil Günal', 'Deniz Özerman', 'Devrim Yakut', 'Sarp Colgecen', 'Murat Ercanli', 'Alper Türedi', 'Çetin Büuükakin', 'Aybike Turan', 'Cagri Citanak', 'Ipek Buyukakin', 'Ahmet Fuat Onan', 'Ahmet Tasdemir', 'Serhat Talay', 'Hakan Akin', 'Fatih Dogan', 'Sadi Celil Cengiz', 'Ömer Duran', 'Sultan Köroglu Kiliç', 'Suat Ülhan', 'Sertac Alik', 'Sükrü Calayir', 'Hasan Erkus', 'Canberk Bayramic']"
Unsuk Chin: Alice in Wonderland,"['Sally Matthews', 'Pia Komsi', 'Julia Rempe', 'Dietrich Henschel', 'Andrew Watts', 'Guy de Mey', 'Cynthia Jansen', 'Gwyneth Jones', 'Steven Humes', 'Christian Rieger', 'Rüdiger Trebes', 'Stefan Schneider', 'Kinderchor der Bayerischen Staatsoper', 'Kent Nagano', 'Chor der Bayerischen Staatsoper', 'Die Statisterie der Bayerischen Staatsoper']"
Marvel Mash-Up,"['Charlie Adler', 'Dee Bradley Baker', 'Jeff Bennett', 'Steve Blum', 'JP Karliak', 'Tom Kenny', 'Rob Paulsen', 'James Arnold Taylor', 'Travis Willingham']"
Suteki na Sen Taxi,"['Yutaka Takenouchi', 'Bakarhythm', 'Nao Minamisawa', 'Nana Seino', 'Takeshi Masu', 'Reina Asami', 'Yuki Himura', 'Shingo Katsurayama', 'Asami Usuda', 'Yurino', 'Leon Shibli Ahmad', 'Aiko', 'Yûko Fueki', 'Kantarô Fujio', 'Midori Hagio', 'Yoshihiko Hakamada', 'Yûya Hara', 'Tokie Hidari', 'Tomoya Ishii', 'David Itô', 'Zen Kajihara', 'Shihori Kanjiya', 'Ryô Katsuji', 'Fumino Kimura', 'Misaki Kinoshita', 'Reika Kirishima', 'Rina Koike', 'Maya Koizumi', 'Manami Konishi', 'Shunsuke Kubozuka', 'Tomoya Maeno', 'Shôtarô Mamiya', 'Erina Mano', 'Kôhei Matsushita', 'Hiroki Miyake', 'Shunsuke Nakamura', 'Tôru Nakamura', 'Takuya Nakayama', 'Kenjirô Nashimoto', 'Erika Okuda', 'Sahel Rosa', 'Shigeru Saiki', 'Shôgo Shimizu', 'Kunihiro Suda', 'Shun Sugata', 'Takashi Sumida', 'Tsutomu Takahashi', 'Terunosuke Takezai', 'Masane Tsukayama', 'Tomohiro Waki']"
Marvel Battleworld: Treachery at Twilight,"['Giles Panton', 'Princess Davis', 'Edwin Perez']"
The Dream-Quest of Unknown Kadath,"['Toren Atkinson', 'Raymond Beckett', 'Jason Brooks', 'Andrew Hamlin', 'Sheri Hinshaw', 'Marky Kelly', 'Lev Koszegi', 'Leopoldo Marino', 'Edward Martin III', 'Katrina Martin', 'Martin McClure', 'Enrika Newbury', 'Andrew Nicoll', 'David Palmer', 'Michael Pearce', 'Piph', 'Rand', 'Silven Read', 'Tinessa Russell', 'Eric Stenson', 'Dwight Stone', 'Jeffery Tubbs', 'Kate Webb', 'Marc Wells']"
Shu jian en chou lu,"['Lung Ti', 'Jung Wang', 'Feng Kuan', 'Wong Chun', 'Kent Cheng', 'Chien Sun', 'Fei Ai', 'Min-Yi Huang', 'Wei Hao Teng', 'Jason Piao Pai', 'Lieh Lo', 'Kuan-Chung Ku', 'Feng Ku', 'Qiqi Chen', 'Hsueh-Erh Wen', 'Shen Chan', 'Yung Chan', 'Chi-Ping Chang', 'Han Chiang', 'Szu-Ying Chien', 'Tien-Chu Chin', 'Miao Ching', 'Kin Ping Chow', 'Linda Chu', 'Ping Ha', 'Pei-Chi Huang', 'Hsin-Nan Hung', 'Mei-Chao Kao', 'Shung Ching Lam', 'Keung-Fu Lau', 'Siu-Kwan Lau', 'Chien Chung Li', 'Li-Ling Liao', 'Hui-Huang Lin', 'Chi-Hung Ling', 'Huang-Hsi Liu', 'Wai Lo', 'Hung Lu', 'Kin-Kwan Poon', 'Lao Shen', 'Kang Shih', 'Kwong-Chin Tsang', 'Ching-Ho Wang', 'Han Chen Wang', 'Chi-Ming Wong', 'Hang-Sheng Wu', 'Yuan-Shun Wu', 'Chih-Ching Yang', 'Hsiung Yang', 'Ching-Ching Yeung', 'Stephan Yip', 'Man-Kei Yiu', 'Tsui-Ling Yu', 'Bun Yuen', 'Tak Yuen', 'Wah Yuen']"
Egypt: Secrets of the Pharaohs,"['Ron David', 'Bob Brier', 'Farouk Elbaz', 'Zahi Hawass', 'Mark Lehner', 'Ron Wade']"
Bullseye: The Man Who Never Misses,"['Preston Geer', 'Joe Calarco', 'Emily Bolt', 'Cody Mobley', 'Matthew Emerick', 'Donald Rizzo', 'Adam Gomez', 'Jacob Lister', 'Stephanie Elzea', 'Monisha Dixit', 'Khaliel Abdel-Rahim']"
Maggie Marvel,"['Selene Beretta', 'Diana Brennan', 'Katherine Barron', 'Dan Brennan', 'Sabrina Brennan', 'Samuel Whitten', 'Christopher Douros', 'Russ Camarda', 'Dasha Kittredge', 'Eileen Townsend', 'Lauren Norman', 'Allison Lane', 'Jeanne Brennan', 'Nina Transfeld', 'Nam Holtz', 'Ashlee LaPine', 'Ryan Vigilant', 'Jermaine McClure', 'Brooke Herron', 'Stephanie Casaubon', 'Carmel Amit', 'Thomas Doran', 'Adriana Falcon', 'Rachael Palmer Jones', 'Stephanie Faith Scott', 'Drew Henriksen', 'William Apps', 'Ashley Nicole Anderson', 'Steven Lee Edwards', 'Madeleine James', 'Cory Shoemake', 'Kelley Swindall', 'Sofia Szabo']"
Mighty Ships,['Anthony Green']
In Search of Steve Ditko,"['Jonathan Ross', 'Paul Gambaccini', 'Mark Millar', 'Alan Moore', 'Jerry Robinson', 'Flo Steinberg', 'Joe Quesada', 'Cat Yronwode', 'Neil Gaiman', 'John Romita Sr.', 'Ayn Rand', 'Stan Lee', 'Nicholas Hammond', 'Rosemary Harris', 'Peter Hooten', 'Tobey Maguire', 'Alfred Molina', 'Hal Sparks']"
"Wer's glaubt, wird selig","['Christian Ulmen', 'Marie Leuenberger', 'Nikolaus Paryla', 'Lisa Maria Potthoff', 'Fahri Yardim', 'Simon Schwarz', 'Maximilian Schafroth', 'Jürgen Tonkel', 'Johannes Herrschmann', 'Gerhard Wittmann', 'Billie Zöckler', 'Hubert Mulzer', 'Franz Bauer', 'Hannelore Elsner', 'Max von Thun', 'Emma Bröcker', 'Theo Leipert', 'Katharina Leipfinger', 'Marlene Morreis', 'Jasmin Rischar', 'Christian Alexander Rogler', 'Livia Walcher', 'Florian Weber', 'Sabina Weber']"
Rose's Songs,"['Franco Castellano', 'Viktor Baradlay', 'David Zum', 'Ildikó Bánsági', 'Djoko Rosic', 'Maia Morgenstern', 'Enikõ Szilágyi', 'Kati Patocskai', 'Petra Váradi', 'Éva Tímár', 'Zoltán Gera', 'Ági Margitai', 'Enikö Börcsök', 'Piroska Molnár', 'Gabriella Gubás', 'Péter Blaskó', 'István Jánosi', 'Géza Balkay', 'András Frigyesi', 'Dénes Ujlaky', 'Zoltán Mucsi', 'Edit Soós', 'Ferenc Kállai', 'Adél Kováts', 'Péter Andorai', 'Tamás Végvári']"
The Marriage Zone,"['Rene Ashton', 'Matt Harrison', 'Alex Hyde-White', 'Dawn Joyal', 'Brad Mercer', 'Leslie Stratton', 'Cameron Tagge']"
Buddy BeBop vs the Living Dead,"['Lindy Ackerman', 'David Alexander', 'Michael S. Andres', 'Robert Bell', 'Michael Colleran', 'Brenna C. Cronin', 'Sandra Degeer', 'Tudor Dixon', 'Kelly Dominique', 'Andrew Eisen', 'Barry Eisen', 'William Ellwood', 'Kristy Fitts', 'Thomas Fries', 'Courtney Gass', 'Walter Howard', 'Devon King', 'Marissa King', 'Warren Kluck', 'Jim Libby', 'Sarah MacLean', 'Michael P. Martin', 'Michael McClendon', 'Nate Melvin', 'Jeremy Merriam', ""David O'Malley"", 'Jon Petro', 'Sonja Pullen', 'Kyle Riordin', 'Serena Scobey', 'Adam J. Slager', 'Brittany Slater', 'Richard Steward', 'Joseph C. Stratton', 'Tom Sullivan', 'Eric Turner', 'Matt Van Beck', 'Jared Yellin', 'Melissa Zinn']"
Walking with Dinosaurs: Big Al Uncovered,"['Kenneth Branagh', 'Avery Brooks', 'Paul Bybee', 'Rebecca Hanna', 'Dale Russell', 'Michael Stoskopf', 'Tim Williams']"
Women of Marvel,"['Judy Stephens', 'Sana Amanat', 'Margaret Stohl', 'Lorraine Cink', 'Milana Vayntrub', 'Rachelle Rosenberg', 'Kathreen Khavari', 'Leah Williams', 'Celia Keenan-Bolger', 'Cierra Ramirez', 'Debbie Berman', 'Gemma Chan', 'Kelly Sue DeConnick', 'Tati Gabrielle', 'Tini Howard', 'Emma Lahana', 'Ming-Na Wen', 'Jen Bartel', 'Kayla Bill', 'Mackenzie Cadenhead', 'Dove Cameron', 'Danielle Costa', 'Wendy M. Craig', 'Douriean Fletcher', 'Allegra Frank', 'Gillian Jacobs', 'Cort Lane', 'Lori Lombert', 'Kamil McFadden', 'Heidi Moneymaker', 'Carrie-Anne Moss', 'Latoya Peterson', 'Tyler Posey', 'Andrea Rene', 'Krysten Ritter', 'Terri Schwartz', 'Lauren Shippen', 'Booboo Stewart', 'Rachael Taylor', 'G. Willow Wilson', 'Kathleen Wisneski', 'Akira Akbar', 'Vita Ayala', 'Chloe Bennet', ""D'Arcy Carden"", 'Preeti Chhibber', 'Natalia Cordova-Buckley', 'Eve L. Ewing', 'Jenny Frison', 'Mckenna Grace']"
Captain Barbell,"['Dolphy', 'Bob Soler', 'Rebecca', 'Jay Ilagan', 'Martin Marfil', 'Bert Olivar', 'Victor Bravo', 'Vic Varrion']"
Slugfest,"['Nick Finch', 'Matthew Jackson', 'Vanessa Papa']"
The Dictator,"['John Barrymore', 'Charlotte Ives', 'Ruby Hoffman', 'Ivan F. Simpson', 'Walter Craven', 'Robert Broderick', 'Esther Lyon', 'Henry West', 'Mario Majeroni', 'Thomas McGrath']"
Spoonface Steinberg,"['Linda Bassett', 'Ella Jones', 'Helen McCrory', 'Becky Simpson', 'Mark Strong']"
King Eagle,"['Ching Lee', 'Lung Ti', 'Miao Ching', 'Pei-Shan Chang', 'Cheng Lei', 'Lau Chan', 'Chi-Ping Chang', 'Shih-Ou Chang', 'Chuan Chen', 'Hsing Chen', 'Shao-Chia Chen', 'Lei Cheng', 'Yi-Hsiung Chi', 'Chun Chin', 'Tien-Chu Chin', 'Yun-Kin Chow', 'Chin Chu', 'Chun Erh', 'Yen Fu', 'Hark-On Fung', 'Hsieh-Su Fung', 'Bao-Hsing Ho', 'Pak-Kwong Ho', 'Hsia Hsu', 'Ha Huang', 'Pei-Chi Huang', 'Liu Hung', 'Hsiung Kao', 'En Lai', 'Wei-Lieh Lan', 'Chun Fai Lau', 'Chiu Lee', 'Shao-Hua Li', 'Shang-Yun Liang', 'Chia-Yung Liu', 'Kang Liu', 'Wai Lo', 'Cliff Lok', 'Jen-Ching Mi', 'Kwai Shan', 'Bao Tan', 'Yung-Chieh Tan', 'Chia Tang', 'Yen-Tsan Tang', 'Te-Chiang Teng', 'Chor-Lam Tsang', 'Li Tung', 'Tsai-Pao Tung', 'Chung Wang', 'Kuang Yu Wang', 'Ching Wong', 'Mei Wong', 'Shu-Tong Wong', 'Yuan-Shun Wu', 'Hua Yang', 'Shi-Kwan Yen', 'Leng-Kuang Yin', 'Lung Yu', 'Cheung-Yan Yuen', 'Shing-Chau Yuen', 'Shun-Yee Yuen', 'Woo-Ping Yuen']"
Diamond Zero,"['Bronson Pinchot', 'Tippi Hedren', 'Darin Heames', 'Leo Rossi', 'Timothy McNeil', 'Richard Moll', 'Joan Van Ark', 'Joseph Ruskin', 'John Churchill', 'Tuesday Knight', 'Van Epperson', 'David Ripley', 'Khadijah Karriem', 'Alan Charof', 'Emmy Collins', 'Tom Paliferro', 'Melody Rogers', 'Dan Woren', 'Craig Patton', 'James Lee Hymes', 'Steven I. Schafer', 'Jason Sarrow', 'Christian Seaborn', 'Alan Goodson', 'Frederic Michael Mays', 'Michael Faella', 'Bob Papenbrook', 'Ken Rugg', 'Jody Jaress']"
The Thing,"['Joe Baker', 'John Erwin', 'Art Metrano', 'Wayne Morton', 'Noelle North', 'Marilyn Schreffler', 'Michael Sheehan']"
The Count of Monte Cristo,"[""James O'Neill"", ""Nance O'Neil"", 'Murdock MacQuarrie']"
The Marvellous World of Roald Dahl,"['Robert Lindsay', 'Quentin Blake', 'Winston Churchill', 'Chantal Coady', 'Liccy Dahl', 'Lucy Dahl', 'Roald Dahl', 'Theo Dahl', 'Walt Disney', 'Stuart Goldspink', 'Patricia Neal', 'Franklin D. Roosevelt', 'Donald Sturrock', 'Gene Wilder', 'Sophie Dahl']"
A Matter of Justice,"['Michael Madsen', 'Rachel Hunter', 'Lazar Rockwood', 'Tony Pearce', 'Jennifer Dale', 'Kristal Doga', 'Klevis Doga', 'Louise Nolan', 'Elsa Duba', 'Anthony Alviano', 'Anthony Morrison', 'Hunor Bajusz Sandor', 'Morgen Merizzi', 'Robert Petro', 'Charlayne A. Nelson', 'Cachet Allen', 'Ligor Bunga', 'Shane Harbinson', 'Edgar Nentwig', 'Empress Elham Madani', 'Shahrokh Bahrololumi', 'Artan Mehmeti', 'Theodore Frangos', 'Nicole Crozier', 'Angela Gouglas', 'Deniel Wero', 'Vitori Poshrijari', 'Ana Sofroni', 'Cecilia Bajusz', 'Nicholas Petro', 'Marla Black', 'Pat Kelly', 'Sasha Miller', 'Nikki Minchin', 'Tiana Morgan']"
What's Your Ailment?!,"['Maria Bamford', 'Rachel Bloom', 'Aparna Nancherla', 'Tig Notaro', 'Tom Arnold', 'Jim Norton', 'Baron Vaughn', 'Andy Kindler', 'Jen Kirkman', 'Steven Sultanoff', 'Elyn Saks']"
